Start,End,Duration,Exposure Time [%],Equity Final [$],Equity Peak [$],Commissions [$],Return [%],Buy & Hold Return [%],Return (Ann.) [%],Volatility (Ann.) [%],CAGR [%],Sharpe Ratio,Sortino Ratio,Calmar Ratio,Alpha [%],Beta,Max. Drawdown [%],Avg. Drawdown [%],Max. Drawdown Duration,Avg. Drawdown Duration,# Trades,Win Rate [%],Best Trade [%],Worst Trade [%],Avg. Trade [%],Max. Trade Duration,Avg. Trade Duration,Profit Factor,Expectancy [%],SQN,Kelly Criterion,_strategy,tag
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,56.539766302299284,5243.2420399999955,10078.747,5776.11232,-47.567579600000045,33.572982396593495,-88.19215395714298,3.62916471349573,-88.14800265925987,-24.300951023022986,-3.2794777358638294,-1.8244152211509053,-62.51342747922209,0.44517486420087987,-48.33995733795088,-48.33995733795088,109 days 22:00:00,109 days 22:00:00,216,41.66666666666667,5.977138465971854,-3.626727631715687,0.08034969580732465,0 days 10:00:00,0 days 06:00:00,1.2189042945717565,0.088623207944033,0.8581826197391043,0.06253330906753679,PsarStrategy_9p,BNBUSDT_f1h
2025-05-13 04:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 12:00:00,60.874481718808894,5207.490819999998,10078.747,5891.3735400000005,-47.92509180000002,33.572982396593495,-88.45484189915084,3.5529836684757865,-88.41285247766228,-24.89593258870721,-3.284634192892315,-1.817303680690924,-64.51996207478382,0.49429240687498777,-48.6736712410779,-48.6736712410779,109 days 22:00:00,109 days 22:00:00,216,41.66666666666667,5.562383986354269,-3.626727631715687,0.07755361116210668,0 days 18:00:00,0 days 07:00:00,1.211265449746773,0.08553062844621596,0.9057843005399743,0.06576210128143739,PsarStrategy_26p,BNBUSDT_f1h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,57.44360902255639,6819.640486400004,10081.1341,2387.6427136000007,-31.803595135999956,34.71406539653857,-71.59728716439453,6.8402865542564335,-71.70476427517393,-10.467001140448193,-3.516525478582633,-2.0773066525565906,-31.298243781175703,-0.014557538826168191,-34.466402481443005,-34.466402481443005,103 days 08:00:00,103 days 08:00:00,77,48.05194805194805,3.306451612903216,-3.7282584501892035,-0.11337600207222964,0 days 20:00:00,0 days 17:00:00,0.8409903724247892,-0.10241484269172811,-0.7929999619691511,-0.12380783929867872,ADXReversalStrategy_4p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,69.02255639097744,6695.900958799995,10081.1341,1957.2404412,-33.04099041200005,34.71406539653857,-73.25701722315475,8.069151886591994,-73.36304524148755,-9.078651418729812,-3.033133739380256,-1.9560334758336644,-33.94764098412531,0.026117671951371643,-37.45182182627651,-37.45182182627651,103 days 08:00:00,103 days 08:00:00,65,41.53846153846154,6.267224175615316,-5.001432362342451,-0.25464325457602577,1 days 16:00:00,1 days 03:00:00,0.7597754669341114,-0.2313613501699563,-1.0333204673169485,-0.16494566073526068,ADXReversalStrategy_9p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,74.28571428571429,6339.910757999994,10081.1341,1770.2575819999997,-36.600892420000065,34.71406539653857,-77.65438444602994,7.683097131469093,-77.75501800493517,-10.107172031961747,-2.9319783885919195,-1.799130175584836,-39.906974032352636,0.09523752330898788,-43.162182203290065,-43.162182203290065,103 days 08:00:00,103 days 08:00:00,61,40.98360655737705,6.267224175615316,-5.001432362342451,-0.38042905543642647,4 days 08:00:00,1 days 07:00:00,0.6966172340246265,-0.3510643002973132,-1.3532928822608787,-0.22589157160988127,ADXReversalStrategy_26p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,1.3533834586466165,9760.7254,10050.734799999998,76.6746,-2.3927460000000065,34.71406539653857,-7.654849006877374,3.9908215835304337,-7.676997222832316,-1.9181135629986248,-1.8021344942757722,-2.6529090885387845,-3.113077537349279,0.020750422894032415,-2.885454703272039,-1.524303351636025,92 days,46 days 04:00:00,2,50.0,0.26612015171907366,-1.9984431841649664,-0.8726280447623358,0 days 20:00:00,0 days 14:00:00,0.13316373156251118,-0.8661615162229463,-0.7569832402234633,-3.114942528735625,RSI7LongStrategy_4p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,2.1052631578947367,9838.419699999999,10092.426999999998,76.8303,-1.6158030000000145,34.71406539653857,-5.215680627398345,4.038971139044339,-5.23097227209075,-1.2913389197013245,-1.2697319037640078,-2.0723371331190936,-2.450630817446794,0.024048690578603975,-2.5168108721519533,-1.0187389792186474,70 days 12:00:00,23 days 02:00:00,2,50.0,1.0598923283983819,-1.9984431841649664,-0.48102301659394,1 days 16:00:00,1 days,0.5303589998437956,-0.46927542788329224,-0.2895950794464425,-0.40764790764791714,RSI7LongStrategy_9p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,4.661654135338346,9922.897399999998,10235.684799999999,79.5226,-0.7710260000000199,34.71406539653857,-2.513063760513956,4.864263149339907,-2.520537023504632,-0.5166381183252772,-0.5613413081066387,-0.8223773890803624,-2.0698984545964603,0.03741631640545202,-3.055852208344678,-1.3430672913217734,88 days 12:00:00,18 days 09:00:00,2,50.0,2.0769607243362076,-1.9984431841649664,0.018503618149567913,4 days 12:00:00,2 days 10:00:00,1.0392893532292484,0.03925877008562062,0.005975603733513399,0.005940108001959432,RSI7LongStrategy_26p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,43.007518796992485,7960.057299999989,10000.0,1820.9127000000003,-20.399427000000113,34.71406539653857,-52.77370439895612,11.396550543004553,-52.88030102471934,-4.630673483157564,-2.8760110555895984,-2.3183506232848567,-31.46671233097,0.3188127119237793,-22.763469800000045,-22.763469800000045,109 days 08:00:00,109 days 08:00:00,56,51.78571428571429,4.670364301021057,-3.9518194176598853,-0.02791072144262552,0 days 20:00:00,0 days 17:00:00,0.9828125690950907,-0.01164967605517403,-0.2011257775136587,-0.038856183177865544,PsarStrategy_4p,BNBUSDT_f4h
2025-05-13 00:00:00+00:00,2025-08-31 16:00:00+00:00,110 days 16:00:00,57.74436090225564,8770.139520000002,10000.0,1891.3564800000001,-12.298604799999975,34.71406539653857,-35.04853527052838,18.80255220181271,-35.132903616466024,-1.864030738717983,-1.7366258851739544,-1.857312900497029,-29.11458144781086,0.4844139243192083,-18.870560400000002,-18.870560400000002,109 days 08:00:00,109 days 08:00:00,55,45.45454545454545,5.405269128955004,-3.9518194176598853,0.14931434962914825,1 days 16:00:00,1 days,1.2391627630904103,0.17185590935974343,0.45481591206424365,0.06882529458282222,PsarStrategy_9p,BNBUSDT_f4h
